measurement_condition_key	hard_within_source_conflict	rows	record_ids	source_ids	targets_json	interpretation
MLMEASURE1:5572c9c0a462d58ed1b79a7b	true	4	PV13:1ab5e0fd17163bf169ea9887;PV13:332b2f0505ca0cffba21130f;PV13:6a720c3112bff27fd60e6ae8;PV13:ef8aed25a90fe8d79ca3975e	PEPlife2	"[[""-0.0791812460476"",""="",""""],[""-0.380211241712"",""="",""""],[""-0.778151250384"",""="",""""],[""0.124938736608"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:55b8908253ee415e8db06260	true	2	PV13:12d71a909464e3871a26cadc;PV13:14d0cd9a71f2156913dd8e15	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.824"",""="",""""],[""-7.155"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:55bda446e6cfb5cfee255049	true	2	PV13:18b7187d090eb630721c9ce2;PV13:a9d2ee39a41f703ed8cb89ed	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.921"",""="",""""],[""-7.155"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:55cea485de764da5ebb0b44e	true	2	PV13:76e28e7ffddd2dd33965c5a3;PV13:c7a7ecd4e2105f59e6f1d4c7	PEPlife2	"[[""-0.0457574905607"",""="",""""],[""0.0413926851582"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:566bf1d87e66a33c505a40de	true	2	PV13:6cd5e9d783733788c31f8d58;PV13:ee476e90687b32bed523001b	PEPlife2	"[[""-0.33629907461"",""="",""""],[""0.431578177633"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:56f193fe23f986f0ddfce633	true	2	PV13:95c50dbd1d0e10466fb6d977;PV13:a48ecb90018a660e9ce38ad9	PEPlife2	"[[""-1.27300127206"",""="",""""],[""-1.69897000434"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:57a0d38a02c0c2cdc6f669f3	true	4	PV13:a9e4d0ac6bc95d458695bb01;PV13:e77cf26180e15c42247b5f61;PV13:f16bb2ba616e11e7cf0c85bb;PV13:f8bbbca71f00aa10076491af	PEPlife2	"[[""-0.0621479067488"",""="",""""],[""-0.198367653767"",""="",""""],[""-0.664207898077"",""="",""""],[""-0.698970004336"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:57c5cca6257638c657bff08d	true	2	PV13:2e9940edc56b81551c2289d7;PV13:9449196040ec0f89e04486a0	CycPeptMPDB	"[[""-6.390911776"",""="",""""],[""-6.752299745"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:57e0f7fef68abd2977e5e4d2	true	2	PV13:5c5702196a505b3ceb6a9ed9;PV13:c0c1bc156bfa44dfde9418eb	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.854"",""="",""""],[""-6.056"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:57e32608865b6d3dbe60b41e	true	2	PV13:9e4b66b55f7bdff316b9f780;PV13:e84c99aea5566b51df9bdf5b	PEPlife2	"[[""-0.301029995664"",""<"",""""],[""1.68124123738"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:57f0c3295ab646a90941d465	true	2	PV13:9c16b824098610adc4102729;PV13:a58541162b7598d6a5df24f9	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-4.921"",""="",""""],[""-5.174"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:58e472c76109e91dba266869	true	5	PV13:5982c88d2047be6e8c5eb30a;PV13:5a8836effd85336213202380;PV13:5f6e8d137dcc61d670ae35cd;PV13:a7ce569a8aa58acabda1ca66;PV13:b1120f2a2b405d467f600cc2	NIST ThermoML	"[[""-3.07879749932"",""="",""""],[""-3.27327279097"",""="",""""],[""-3.43039203245"",""="",""""],[""-3.52316837149"",""="",""""],[""-3.58219627736"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:590d330baa47b36133455f41	true	2	PV13:5143b59a2d1f4e8e66378f8d;PV13:e857bdbbf5fb92f09ffa30bb	PEPlife2	"[[""-0.246672333341"",""~"",""""],[""0.301029995664"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:592dcac997242a7396609f14	true	2	PV13:5227c881c62052c4dbeaad4c;PV13:a919bc5cef3ba051ccc6264f	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.703"",""="",""""],[""-5.848"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:597008ee16ba2f2b938f5477	true	2	PV13:2713990d8106808a2083cad1;PV13:70bdb223bc85e16bb5b736f1	PEPlife2	"[[""-0.259637310506"",""="",""""],[""0.19033169817"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:59725886e5270ad82849b729	true	5	PV13:01f68db21e018194bc62b60c;PV13:4146a056af183c33fe2ca225;PV13:76f0fbee7428da9ea89b081e;PV13:8f028686bb72f5e3e8cd4e70;PV13:a037341af7d2fcc15295a837	NIST ThermoML	"[[""-2.51861470789"",""="",""""],[""-2.66671397845"",""="",""""],[""-2.80396205927"",""="",""""],[""-2.98817590441"",""="",""""],[""-3.02641037657"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:59aa1df2b91cbfab948fc853	true	2	PV13:4a6372a15fd0fbbb8fc13f1d;PV13:6efd746be3cbf864cf79e0f3	PEPlife2	"[[""-0.0969100130081"",""="",""""],[""1.28103336725"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:59b533a2bea660fdb4fc3439	true	5	PV13:2557ece4e5f1ab5c135cc0e3;PV13:a1afb8015bd7c090dcce79aa;PV13:b4df6700f7cb5a221315358e;PV13:d3cf15e07f1e913f67216814;PV13:d715648dfe86442743845845	NIST ThermoML	"[[""-2.86973057619"",""="",""""],[""-2.95487269343"",""="",""""],[""-3.06605739726"",""="",""""],[""-3.19955787866"",""="",""""],[""-3.31993657252"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:59f7b339492e5500726e502c	true	2	PV13:9276072d5d1b0eae62fcb293;PV13:f71091b5f1d9bf975cdab7a6	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.79"",""="",""""],[""-5.971"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5a13955fa00e1e8523f0a5e3	true	2	PV13:5b5cdd5302e8176a9cbbc49b;PV13:9ca3144b22a8b27c0db90375	PEPlife2	"[[""-0.221848749616"",""="",""""],[""1.01661554756"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5b0481271172693c34407186	true	2	PV13:bcd6f6ea049fbbba14bb6018;PV13:ff3eabdfc0850d844d09faf7	PEPlife2	"[[""0.690196080029"",""="",""""],[""0.778151250384"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5bf31e081a0cf5970ee0de60	true	2	PV13:32795ab6e611dac4860e1071;PV13:3442cc997ba75acd281132c3	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.66"",""="",""""],[""-5.672"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5c27e5806af04bf9aa98877b	true	5	PV13:693c653857737739bb650dd5;PV13:7c8dcc9e7fc3fd38ca2c6f7a;PV13:829d9d2ed7703ac08c357e01;PV13:b2b786c47f3bd97eab73443f;PV13:d132f2c5b7c3f2e4974b8b99	NIST ThermoML	"[[""-3.48918698949"",""="",""""],[""-3.58686794957"",""="",""""],[""-3.71399287792"",""="",""""],[""-3.76776647889"",""="",""""],[""-3.95272513262"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5c4f505d1dc6023bdd7c71bd	true	4	PV13:70eda0051fb848a719e662f5;PV13:70fbbaed45f03fd48eb337e0;PV13:94819a468804f5ff446aee15;PV13:97f4da4e5009eb2c0a8c9e23	PEPlife2	"[[""-0.782516055786"",""="",""""],[""-0.859073158008"",""="",""""],[""-1.02996322338"",""="",""""],[""-1.1153934187"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5df339ea7a3c68a626264c44	true	2	PV13:0b70c8b5f32e25ad37233173;PV13:6f953467eec999f1b4cddf87	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-4.676"",""="",""""],[""-5.398"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5e0fa79f1a2ad55e9248f107	true	6	PV13:01104e830ffa652ea3624e02;PV13:05020dd50ace9c738cc2aad3;PV13:1c9cebc03cdfc8bf43831ace;PV13:99dcc4a42c652fe025f6f968;PV13:9bfcbbcecfc020c37d1d874e;PV13:ba0ed891877404159bf7c84c	PEPlife2	"[[""-0.361510743045"",""="",""""],[""-0.407083388112"",""="",""""],[""-0.619788758288"",""="",""""],[""-0.641430683227"",""="",""""],[""-0.939302159646"",""="",""""],[""-1.00729923874"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5e74ec880b8bf28341c65a3c	true	2	PV13:8ce05c5c1d9c1bf817e2c95e;PV13:dec985d6a85e1bad347691ec	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.971"",""="",""""],[""-6.009"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5eaa4059e8f72978607a6c90	true	2	PV13:882dcf2dd23b11d379cd8977;PV13:954126a1f8a467502280294d	PEPlife2	"[[""-0.0199966284163"",""="",""""],[""-1.27300127206"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5f0c46fe05d513f524103d5e	true	2	PV13:1043d0826c4936752a8e0492;PV13:7baf9de6233be3d98abe6b21	PEPlife2	"[[""-1.1446827948"",""="",""""],[""0.292994040067"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5f36952caf7c6cc30f1f838e	true	2	PV13:4512bc68e9e30eb5db1b944f;PV13:f60b302aa5b9a8c2b100317d	CycPeptMPDB	"[[""-5.47"",""="",""""],[""-5.48"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:60730974c710922adc4d1d79	true	3	PV13:7c8d83d49e3c1143f3d144d2;PV13:cbf512b67afb8130969848bb;PV13:f4d7bfa1bac74c964b31eba0	PEPlife2	"[[""0.866877814337"",""="",""""],[""0.964259630197"",""="",""""],[""1.18752072084"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6138d8544632d98565faa368	true	2	PV13:09f93748ef022c82c1869de3;PV13:18ed43883ee2010a39c7d0e0	PEPlife2	"[[""-0.778151250384"",""<"",""""],[""0.564271430439"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6150dd1d7b750cf768071f7d	true	4	PV13:318a28a31dffd90e09ec538e;PV13:7d6c1a07c09ff7a450817dfe;PV13:ca59ffbcbb985348e6706f39;PV13:d7a2ecc52583fa75faa19dbc	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.982966661"",""="",""""],[""-6.318758763"",""="",""""],[""-6.619788758"",""="",""""],[""-7.026872146"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:61e441e0da670c278b04c75a	true	2	PV13:934f22eb7e15e84f561ca335;PV13:e7b73fac1caa054bacf50337	PEPlife2	"[[""-1.77815125038"",""="",""""],[""0.585460729509"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6204dda15182f5f81b33a24e	true	5	PV13:00dfa2174f318163e0a7e9c2;PV13:4a8ed2349c3c4894c0deff50;PV13:b7b90bcb6aede5f62296fd5a;PV13:cd61f760fb5b6cfb62416f76;PV13:dab283a94d2f54bc73477120	NIST ThermoML	"[[""-3.01121815655"",""="",""""],[""-3.09291125493"",""="",""""],[""-3.21795758338"",""="",""""],[""-3.33432521901"",""="",""""],[""-3.46104943799"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:627a91a7be60dc94acfaeea3	true	2	PV13:0bec306e135998fa9a4d12df;PV13:4dc494e45a518369626ff61f	PEPlife2	"[[""2.14921911266"",""="",""""],[""2.15228834438"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:630e8a5be16d09404050d203	true	2	PV13:63b44e8cb5723199e49c0b07;PV13:ec95757f79f87ef43f9f8e1b	PEPlife2	"[[""-1.58225159797"",""="",""""],[""-1.78692517469"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:634fa9541e214eaab8aa3725	true	2	PV13:aaf442534b57f78d10b4fd96;PV13:b4d94686a4c290c0e389d846	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.167"",""="",""""],[""-6.456"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6360bf43c0fc9c574127d95b	true	5	PV13:053525945efb98e90dfea701;PV13:60b6fab786d3f8d8c86e785f;PV13:a90ccc08b8cc2daefcc5ec72;PV13:c7e3363910e5a65c6ed0761a;PV13:e801ed0e7d804b9c93a4759d	NIST ThermoML	"[[""-3.24290777988"",""="",""""],[""-3.44129142947"",""="",""""],[""-3.5929491852"",""="",""""],[""-3.65403845819"",""="",""""],[""-3.74376346679"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:63999c5a57f5bca8e73358c3	true	2	PV13:6d999573ef57faaad5435d5c;PV13:82c48faacadc438f277d83f0	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.347"",""="",""""],[""-6.387"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:63e63dbae1f90217334dca28	true	3	PV13:17de04c7287a756c8c320e44;PV13:1a7e20591732d46f3ad707db;PV13:f19dc7aa43d8b3d7bab4fafc	CycPeptMPDB	"[[""-5.25"",""="",""""],[""-5.87"",""="",""""],[""-5.96"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:63ef207492dc49ea81e5ab21	true	6	PV13:0200aab1e40041b54fe51de9;PV13:318cba098e2b510bd54cd9a3;PV13:6999155fa13d36de2106d33f;PV13:c2bd135d69a3aca3f718f2d1;PV13:d8188f9d05364d7d6b85655b;PV13:dacd4cd13eeade083e783dba	PEPlife2	"[[""-0.175223537524"",""="",""""],[""-0.177178354697"",""="",""""],[""-0.183758700008"",""="",""""],[""-0.188424994129"",""="",""""],[""-0.207608310502"",""="",""""],[""-0.211124884225"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:648782812caee5135be3ae22	true	2	PV13:3e6eb50f3e41af6c7460ba04;PV13:72f10d2bf47dc6a4aab002b9	PEPlife2	"[[""-1.39794000867"",""="",""""],[""-1.61978875829"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:64dcd6c43262dd4e4235177e	true	2	PV13:85adbd946e3f09c85e0eb7cb;PV13:8dfe3ab0a1f6a3f22eed2307	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.081"",""="",""""],[""-6.658"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:65129e5d91799a39ea44dcf0	true	3	PV13:69738118059aa715fa6c4663;PV13:c70d30e6a67faa420eb28438;PV13:e1b420c0212b5c26ecd9ac89	PEPlife2	"[[""0.113943352307"",""="",""""],[""0.623249290398"",""="",""""],[""1.02938377769"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:655e4b2b1537f54b58feea90	true	3	PV13:591b779e40b729f70cd6422c;PV13:8d6151ec7d429a4d801a7e3a;PV13:ff7cbc4d22f87df93a68d242	PEPlife2	"[[""-0.113509274828"",""="",""""],[""-1.20994952632"",""="",""""],[""0.329058719264"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6613ba00579a88a1bbce5c46	true	4	PV13:68fca0d9ce75f5c82dea88e5;PV13:7588d6639534d98791f1094e;PV13:99bc7a643ebc3f98ad09ce0e;PV13:c8da60317e2f46baafeb7f5c	PEPlife2	"[[""-0.144682794804"",""="",""""],[""-0.273001272064"",""="",""""],[""-0.782516055786"",""="",""""],[""-0.859073158008"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:661c7a775bf5dacc2f1286a2	true	2	PV13:cadf00a91339f0b323cc787d;PV13:d981797ede98108354a0db70	PEPlife2	"[[""0"",""="",""""],[""0.869231719731"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:66846cabf7e33487aea938d3	true	3	PV13:3ea0b542d6e7b08fdb7835b3;PV13:7bd0e234dafe1fbdfeb5dd43;PV13:f22b457e6c8ee4023c6a3fd0	PEPlife2	"[[""-0.154901959986"",""="",""""],[""1.78532983501"",""="",""""],[""1.7923916895"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:671ee78afc1d7025ea67f92d	true	2	PV13:0e54b39704a6cc8c8101bf57;PV13:a04d59fa7fb70cbfca08b915	PEPlife2	"[[""0.50514997832"",""="",""""],[""2.48995847942"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:67a05f49180e5a340fdb57da	true	2	PV13:0735ad18dc6c8197e2aef302;PV13:95a6d35940862fcb7113060b	PEPlife2	"[[""-0.124938736608"",""="",""""],[""-0.45593195565"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:681aaf106df2c70c46acf319	true	2	PV14:15cf2377cef467c94ef58bf5;PV14:30f7c876c09e003b02232b3d	primary_pk_literature_v14	"[[""5.800000000000000000000000001"",""="",""""],[""7.516666666666666666666666668"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:68b0b09e3269aae2cd285da4	true	2	PV13:76814e7be8a7fbefae60d453;PV13:ca08c3619126eb6b0b925ec4	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.457"",""="",""""],[""-5.642"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:693e931290f1841b04608ff3	true	2	PV13:859dd299c1800580d97301f6;PV13:977571040279ff3248b6f6b2	PEPlife2	"[[""-0.301029995664"",""="",""""],[""0.86332286012"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:696bf86e2666215c85303af5	true	6	PV13:64eec8d1f174c59942efe882;PV13:7d2e588aff3a433c568d9630;PV13:80d4c342054a521c561badb6;PV13:a2790fa6572c26ac5c3acd67;PV13:a7d704c2a40d0e17e62ab34e;PV13:dbe32b7c2a795a9defa5747c	PEPlife2	"[[""-0.012780770092"",""="",""""],[""-1.19382002602"",""="",""""],[""-1.48148606012"",""="",""""],[""0.0863598306747"",""="",""""],[""0.769377326076"",""="",""""],[""0.952792443044"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6a7a3433e74d9ad6a330a5d8	true	2	PV13:545ac8d6630f42c1621d8a5e;PV13:bcdcf8e5bf3af49f042f2c90	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.449"",""="",""""],[""-6.319"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6aecbd9225822f2c0a391c4f	true	6	PV13:132e91d0e2547c36623cc5a3;PV13:5cb56b5b378068becbcd37d7;PV13:a6949b83631645a77162f7a7;PV13:b9f6810b63f87ee4aed99703;PV13:c9e8b5803cdd54b141ef6950;PV13:d7630d9a814f28d5a8ea706b	PEPlife2	"[[""1.26140562707"",""="",""""],[""1.44527719187"",""="",""""],[""1.45411280003"",""="",""""],[""1.46518945811"",""="",""""],[""1.65549379593"",""="",""""],[""1.70739131213"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6b5024b5f00b024af0410948	true	2	PV13:ac762e2765caf0a5a8826982;PV13:cf2935e4785b3a7a707a1ad8	PEPlife2	"[[""-0.131747524161"",""="",""""],[""-1.22184874962"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6b7e1b80c30d6c362f47128e	true	4	PV13:2fa3bbe48f92fac73352177c;PV13:79a0db32df63dd387aed7153;PV13:896470b300cbb65767bac053;PV13:d568afa54c832c1ff9782fbd	PEPlife2	"[[""0.886490725172"",""="",""""],[""1.14921911266"",""="",""""],[""1.20139712432"",""="",""""],[""1.38201704257"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6b912923215c8fb76bc5487a	true	4	PV13:22beaad50551968397bffee5;PV13:460da5c8bd3a0849df68b032;PV13:7c190112eac4d1c65122be16;PV13:c50f366071473e90f2a46c15	PEPlife2	"[[""-0.31128363003"",""="",""""],[""-0.37161106995"",""="",""""],[""-0.47712125472"",""="",""""],[""-0.485895179027"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6be529be23493a2d2ec4d596	true	2	PV13:6c6db47b75fc96a0c1237278;PV13:91ad357fc6c4327fda4afefa	acs_jmedchem_5c00544	"[[""2.4"",""="",""""],[""3.1"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6befc4b312d24320699dd192	true	2	PV13:2613c9fe4ac976a0c53aeacf;PV13:e1787521cb3e2f366c1a1c81	PEPlife2	"[[""-0.520472675514"",""="",""""],[""-1.75696195131"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6bfd0408e04b30a134c13a58	false	2	PV13:910c1f71ba661907454eaeec;PV13:d49b64525eb9804f7175cc80	PEPlife2	"[[""-1.47712125472"",""~"",""""],[""1"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6c569be7225d8fcd147e6965	true	2	PV13:03872dd5135b532fe8dedbc3;PV13:594fa4719d5128f1242292e7	PEPlife2	"[[""-0.823908740944"",""="",""""],[""-0.958607314842"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6cc69c2af877788f8b29230b	true	2	PV13:0290d806fef1cdecc9490196;PV13:cb60d6e9146e5948c76b9459	PEPlife2	"[[""-0.301029995664"",""="",""""],[""0"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6cf30b2aca290eb7d90303f9	true	5	PV13:855a41cb64798f2ffdbe1199;PV13:acdbeb688a45d4dec04abc49;PV13:b1f7ce31273af6ea9b900727;PV13:e6d4844dc3a367b451d32f56;PV13:ebf4133caa627eb46a7aac40	NIST ThermoML	"[[""-2.38323050473"",""="",""""],[""-2.46413647929"",""="",""""],[""-2.56049362311"",""="",""""],[""-2.69609150646"",""="",""""],[""-2.81338264815"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6d49ce48bad9b99279493d35	true	4	PV13:23c04ea98c6dc2fbe79c811c;PV13:5adab1f46ea81767a11725d1;PV13:98fc1d06fa4fedafeec8df93;PV13:b3d34920d576165df777bf47	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.292429824"",""="",""""],[""-6.397940009"",""="",""""],[""-6.698970004"",""="",""""],[""-7.017728767"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6e37514b9d10f2208f283bf9	true	4	PV13:4a95c0af96bf73460809d261;PV13:bbeb511d04bbfb88f9c62223;PV13:f40de6fb39a23efd66f88e97;PV13:f6b9ffa899c5372e48b048b8	PEPlife2	"[[""-0.289600533883"",""="",""""],[""-0.778151250384"",""="",""""],[""-1.22184874962"",""="",""""],[""-1.45593195565"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6e68c0d3bb9e8937ddcaf068	true	22	PV13:0220fbd9b26b055f12e31490;PV13:0a0dec9cdd7f7673537dc49f;PV13:0b000b0026ed5324cf231c91;PV13:0e4ec60759bcf9ec5d90a6df;PV13:1b03750cd0aa01242342d038;PV13:1c14f4e34f9652abe6f9e517;PV13:20d84304c9d9770898254387;PV13:21c37fb812b186283f84623d;PV13:26a8e5e4e93438a9b7949cd1;PV13:31d022139aa98e4c663e4691;PV13:3a1dacc30017bb2c81910edc;PV13:3a87766d358dfedb8319d232;PV13:4475e684942596eb7a349bb9;PV13:4924ede0a055d3a2e91ea563;PV13:55cd82c06100e05ff1816ac8;PV13:692173a4a9eff391fd57e711;PV13:9aad68b574a1a4709c5a8115;PV13:9d09464d9ac73bb69d3ca68e;PV13:9d135cb31711815ab90a3802;PV13:b6bcf68e259ec3c9654b5836;PV13:f71f1c5d836040d79426d4e6;PV13:f9dfbc0f35530e743e2a7f77	PEPlife2	"[[""-0.301029995664"",""="",""""],[""0.301029995664"",""="",""""],[""0.602059991328"",""="",""""],[""0.924279286062"",""="",""""],[""0.94448267215"",""="",""""],[""1.04139268516"",""="",""""],[""1.07918124605"",""="",""""],[""1.11394335231"",""="",""""],[""1.14612803568"",""="",""""],[""1.23044892138"",""="",""""],[""1.27875360095"",""="",""""],[""1.30102999566"",""="",""""],[""1.44715803134"",""="",""""],[""1.55630250077"",""="",""""],[""1.59106460703"",""="",""""],[""1.74818802701"",""="",""""],[""1.8260748027"",""="",""""],[""1.87506126339"",""="",""""],[""1.88081359228"",""="",""""],[""1.89209460269"",""="",""""],[""1.98677173427"",""="",""""],[""1.9956351946"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6e75e10d09d465aa5687efde	true	2	PV13:0f7ea3b7da2071077c5cfad1;PV13:f58d0574879c39334366e7e5	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-7"",""="",""""],[""-7.155"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:6e92589b032a44cdea25f286	true	3	PV13:6e7b3cf3f2abf12b557c7094;PV13:9ba07038e004fb9f6c1d2e5a;PV13:be1dab7985194c994a443f78	PEPlife2	"[[""-1.17500687776"",""="",""""],[""-1.18045606446"",""="",""""],[""-1.18265502856"",""="",""""]]"	replicate_variability_or_condition_conflict_review
